map,bucket,scenario,start_x,start_y,heuristic,density,avg_runtime_ms,avg_nodes_expanded,success
maze512-32-0.map,0,0,2,110,manhattan,0.03167724609375,0.02396106719970703,8.0,True
maze512-32-0.map,0,0,2,110,euclidean,0.03167724609375,0.020241737365722656,8.0,True
maze512-32-0.map,0,1,90,401,manhattan,0.03167724609375,0.006556510925292969,2.0,True
maze512-32-0.map,0,1,90,401,euclidean,0.03167724609375,0.006866455078125,2.0,True
maze512-32-0.map,0,2,294,377,manhattan,0.03167724609375,0.01957416534423828,8.0,True
maze512-32-0.map,0,2,294,377,euclidean,0.03167724609375,0.021386146545410156,8.0,True
maze512-32-0.map,0,3,187,312,manhattan,0.03167724609375,0.025081634521484375,11.0,True
maze512-32-0.map,0,3,187,312,euclidean,0.03167724609375,0.02677440643310547,11.0,True
maze512-32-0.map,0,4,338,443,manhattan,0.03167724609375,0.006389617919921875,2.0,True
maze512-32-0.map,0,4,338,443,euclidean,0.03167724609375,0.007033348083496094,2.0,True
maze512-32-0.map,0,5,81,177,manhattan,0.03167724609375,0.008702278137207031,3.0,True
maze512-32-0.map,0,5,81,177,euclidean,0.03167724609375,0.013589859008789062,3.0,True
maze512-32-0.map,0,6,46,136,manhattan,0.03167724609375,0.02505779266357422,7.0,True
maze512-32-0.map,0,6,46,136,euclidean,0.03167724609375,0.032520294189453125,7.0,True
maze512-32-0.map,0,7,25,148,manhattan,0.03167724609375,0.01049041748046875,3.0,True
maze512-32-0.map,0,7,25,148,euclidean,0.03167724609375,0.010156631469726562,3.0,True
maze512-32-0.map,0,8,72,361,manhattan,0.03167724609375,0.030422210693359375,11.0,True
maze512-32-0.map,0,8,72,361,euclidean,0.03167724609375,0.0278472900390625,11.0,True
maze512-32-0.map,0,9,114,55,manhattan,0.03167724609375,0.006413459777832031,2.0,True
maze512-32-0.map,0,9,114,55,euclidean,0.03167724609375,0.0070095062255859375,2.0,True
maze512-32-0.map,1,10,152,335,manhattan,0.03167724609375,0.04515647888183594,20.0,True
maze512-32-0.map,1,10,152,335,euclidean,0.03167724609375,0.06449222564697266,23.0,True
maze512-32-0.map,1,11,277,500,manhattan,0.03167724609375,0.03857612609863281,14.0,True
maze512-32-0.map,1,11,277,500,euclidean,0.03167724609375,0.03619194030761719,15.0,True
maze512-32-0.map,1,12,108,496,manhattan,0.03167724609375,0.04830360412597656,23.0,True
maze512-32-0.map,1,12,108,496,euclidean,0.03167724609375,0.05893707275390625,27.0,True
maze512-32-0.map,1,13,148,302,manhattan,0.03167724609375,0.034308433532714844,15.0,True
maze512-32-0.map,1,13,148,302,euclidean,0.03167724609375,0.03750324249267578,15.0,True
maze512-32-0.map,1,14,220,175,manhattan,0.03167724609375,0.042128562927246094,20.0,True
maze512-32-0.map,1,14,220,175,euclidean,0.03167724609375,0.05085468292236328,23.0,True
maze512-32-0.map,1,15,396,474,manhattan,0.03167724609375,0.050711631774902344,23.0,True
maze512-32-0.map,1,15,396,474,euclidean,0.03167724609375,0.061583518981933594,27.0,True
maze512-32-0.map,1,16,278,220,manhattan,0.03167724609375,0.036263465881347656,17.0,True
maze512-32-0.map,1,16,278,220,euclidean,0.03167724609375,0.04165172576904297,19.0,True
maze512-32-0.map,1,17,232,317,manhattan,0.03167724609375,0.05214214324951172,29.0,True
maze512-32-0.map,1,17,232,317,euclidean,0.03167724609375,0.06110668182373047,32.0,True
maze512-32-0.map,1,18,103,207,manhattan,0.03167724609375,0.039887428283691406,20.0,True
maze512-32-0.map,1,18,103,207,euclidean,0.03167724609375,0.04830360412597656,23.0,True
maze512-32-0.map,1,19,264,140,manhattan,0.03167724609375,0.030660629272460938,15.0,True
maze512-32-0.map,1,19,264,140,euclidean,0.03167724609375,0.03712177276611328,17.0,True
maze512-32-0.map,2,20,169,349,manhattan,0.03167724609375,0.045943260192871094,21.0,True
maze512-32-0.map,2,20,169,349,euclidean,0.03167724609375,0.049591064453125,21.0,True
maze512-32-0.map,2,21,448,408,manhattan,0.03167724609375,0.12638568878173828,49.0,True
maze512-32-0.map,2,21,448,408,euclidean,0.03167724609375,0.16186237335205078,60.0,True
maze512-32-0.map,2,22,335,422,manhattan,0.03167724609375,0.10290145874023438,54.0,True
maze512-32-0.map,2,22,335,422,euclidean,0.03167724609375,0.12907981872558594,67.0,True
maze512-32-0.map,2,23,441,114,manhattan,0.03167724609375,0.07457733154296875,39.0,True
maze512-32-0.map,2,23,441,114,euclidean,0.03167724609375,0.0913381576538086,46.0,True
maze512-32-0.map,2,24,258,460,manhattan,0.03167724609375,0.1117706298828125,55.0,True
maze512-32-0.map,2,24,258,460,euclidean,0.03167724609375,0.13806819915771484,68.0,True
maze512-32-0.map,2,25,465,235,manhattan,0.03167724609375,0.09140968322753906,49.0,True
maze512-32-0.map,2,25,465,235,euclidean,0.03167724609375,0.11951923370361328,60.0,True
maze512-32-0.map,2,26,340,452,manhattan,0.03167724609375,0.0787973403930664,41.0,True
maze512-32-0.map,2,26,340,452,euclidean,0.03167724609375,0.09765625,48.0,True
maze512-32-0.map,2,27,157,9,manhattan,0.03167724609375,0.040912628173828125,19.0,True
maze512-32-0.map,2,27,157,9,euclidean,0.03167724609375,0.04413127899169922,19.0,True
maze512-32-0.map,2,28,241,447,manhattan,0.03167724609375,0.04990100860595703,23.0,True
maze512-32-0.map,2,28,241,447,euclidean,0.03167724609375,0.05393028259277344,23.0,True
maze512-32-0.map,2,29,447,100,manhattan,0.03167724609375,0.08151531219482422,44.0,True
maze512-32-0.map,2,29,447,100,euclidean,0.03167724609375,0.10390281677246094,53.0,True
maze512-32-0.map,3,30,205,254,manhattan,0.03167724609375,475.1485347747803,196285.0,True
maze512-32-0.map,3,30,205,254,euclidean,0.03167724609375,523.5671758651733,201413.0,True
maze512-32-0.map,3,31,108,510,manhattan,0.03167724609375,0.0911712646484375,31.0,True
maze512-32-0.map,3,31,108,510,euclidean,0.03167724609375,0.07512569427490234,31.0,True
maze512-32-0.map,3,32,377,10,manhattan,0.03167724609375,0.16546249389648438,89.0,True
maze512-32-0.map,3,32,377,10,euclidean,0.03167724609375,0.21610260009765625,110.0,True
maze512-32-0.map,3,33,499,188,manhattan,0.03167724609375,0.11296272277832031,59.0,True
maze512-32-0.map,3,33,499,188,euclidean,0.03167724609375,0.15141963958740234,75.0,True
maze512-32-0.map,3,34,298,20,manhattan,0.03167724609375,0.15642642974853516,83.0,True
maze512-32-0.map,3,34,298,20,euclidean,0.03167724609375,0.21007061004638672,106.0,True
maze512-32-0.map,3,35,294,185,manhattan,0.03167724609375,0.2700328826904297,131.0,True
maze512-32-0.map,3,35,294,185,euclidean,0.03167724609375,0.3244638442993164,169.0,True
maze512-32-0.map,3,36,445,141,manhattan,0.03167724609375,0.16391277313232422,89.0,True
maze512-32-0.map,3,36,445,141,euclidean,0.03167724609375,0.2134561538696289,110.0,True
maze512-32-0.map,3,37,402,4,manhattan,0.03167724609375,0.09555816650390625,47.0,True
maze512-32-0.map,3,37,402,4,euclidean,0.03167724609375,0.12328624725341797,59.0,True
maze512-32-0.map,3,38,454,15,manhattan,0.03167724609375,0.09429454803466797,47.0,True
maze512-32-0.map,3,38,454,15,euclidean,0.03167724609375,0.12197494506835938,59.0,True
maze512-32-0.map,3,39,114,109,manhattan,0.03167724609375,0.2261638641357422,129.0,True
maze512-32-0.map,3,39,114,109,euclidean,0.03167724609375,0.3229379653930664,167.0,True
maze512-32-0.map,4,40,301,126,manhattan,0.03167724609375,0.11379718780517578,56.0,True
maze512-32-0.map,4,40,301,126,euclidean,0.03167724609375,0.14753341674804688,71.0,True
maze512-32-0.map,4,41,129,34,manhattan,0.03167724609375,0.12645721435546875,71.0,True
maze512-32-0.map,4,41,129,34,euclidean,0.03167724609375,0.1733541488647461,92.0,True
maze512-32-0.map,4,42,256,72,manhattan,0.03167724609375,0.22346973419189453,127.0,True
maze512-32-0.map,4,42,256,72,euclidean,0.03167724609375,0.31414031982421875,166.0,True
maze512-32-0.map,4,43,464,172,manhattan,0.03167724609375,9.049201011657715,4372.0,True
maze512-32-0.map,4,43,464,172,euclidean,0.03167724609375,11.63032054901123,5321.0,True
maze512-32-0.map,4,44,451,216,manhattan,0.03167724609375,0.04227161407470703,16.0,True
maze512-32-0.map,4,44,451,216,euclidean,0.03167724609375,0.04582405090332031,16.0,True
maze512-32-0.map,4,45,45,490,manhattan,0.03167724609375,0.3763914108276367,209.0,True
maze512-32-0.map,4,45,45,490,euclidean,0.03167724609375,0.5249977111816406,275.0,True
maze512-32-0.map,4,46,115,207,manhattan,0.03167724609375,0.2499103546142578,139.0,True
maze512-32-0.map,4,46,115,207,euclidean,0.03167724609375,0.35331249237060547,180.0,True
maze512-32-0.map,4,47,79,409,manhattan,0.03167724609375,0.1093149185180664,53.0,True
maze512-32-0.map,4,47,79,409,euclidean,0.03167724609375,0.14123916625976562,67.0,True
maze512-32-0.map,4,48,236,272,manhattan,0.03167724609375,0.23279190063476562,125.0,True
maze512-32-0.map,4,48,236,272,euclidean,0.03167724609375,0.32439231872558594,166.0,True
maze512-32-0.map,4,49,82,385,manhattan,0.03167724609375,0.08144378662109375,37.0,True
maze512-32-0.map,4,49,82,385,euclidean,0.03167724609375,0.08704662322998047,37.0,True
maze512-32-1.map,0,0,134,92,manhattan,0.03179931640625,0.02052783966064453,7.0,True
maze512-32-1.map,0,0,134,92,euclidean,0.03179931640625,0.023627281188964844,7.0,True
maze512-32-1.map,0,1,414,67,manhattan,0.03179931640625,0.007796287536621094,3.0,True
maze512-32-1.map,0,1,414,67,euclidean,0.03179931640625,0.007605552673339844,3.0,True
maze512-32-1.map,0,2,492,31,manhattan,0.03179931640625,0.008797645568847656,3.0,True
maze512-32-1.map,0,2,492,31,euclidean,0.03179931640625,0.009608268737792969,3.0,True
maze512-32-1.map,0,3,366,33,manhattan,0.03179931640625,0.006079673767089844,2.0,True
maze512-32-1.map,0,3,366,33,euclidean,0.03179931640625,0.006747245788574219,2.0,True
maze512-32-1.map,0,4,437,353,manhattan,0.03179931640625,0.0037908554077148438,1.0,True
maze512-32-1.map,0,4,437,353,euclidean,0.03179931640625,0.004029273986816406,1.0,True
maze512-32-1.map,0,5,296,168,manhattan,0.03179931640625,0.012326240539550781,5.0,True
maze512-32-1.map,0,5,296,168,euclidean,0.03179931640625,0.0133514404296875,5.0,True
maze512-32-1.map,0,6,476,138,manhattan,0.03179931640625,0.008511543273925781,3.0,True
maze512-32-1.map,0,6,476,138,euclidean,0.03179931640625,0.009393692016601562,3.0,True
maze512-32-1.map,0,7,232,115,manhattan,0.03179931640625,0.014066696166992188,7.0,True
maze512-32-1.map,0,7,232,115,euclidean,0.03179931640625,0.014853477478027344,7.0,True
maze512-32-1.map,0,8,285,332,manhattan,0.03179931640625,0.006270408630371094,2.0,True
maze512-32-1.map,0,8,285,332,euclidean,0.03179931640625,0.006890296936035156,2.0,True
maze512-32-1.map,0,9,67,37,manhattan,0.03179931640625,0.0049114227294921875,2.0,True
maze512-32-1.map,0,9,67,37,euclidean,0.03179931640625,0.005459785461425781,2.0,True
maze512-32-1.map,1,10,158,195,manhattan,0.03179931640625,0.04112720489501953,20.0,True
maze512-32-1.map,1,10,158,195,euclidean,0.03179931640625,0.04928112030029297,23.0,True
maze512-32-1.map,1,11,51,253,manhattan,0.03179931640625,0.020551681518554688,9.0,True
maze512-32-1.map,1,11,51,253,euclidean,0.03179931640625,0.02200603485107422,9.0,True
maze512-32-1.map,1,12,27,435,manhattan,0.03179931640625,0.024843215942382812,11.0,True
maze512-32-1.map,1,12,27,435,euclidean,0.03179931640625,0.027251243591308594,11.0,True
maze512-32-1.map,1,13,341,115,manhattan,0.03179931640625,0.055336952209472656,27.0,True
maze512-32-1.map,1,13,341,115,euclidean,0.03179931640625,0.06792545318603516,32.0,True
maze512-32-1.map,1,14,49,188,manhattan,0.03179931640625,0.03788471221923828,19.0,True
maze512-32-1.map,1,14,49,188,euclidean,0.03179931640625,0.052809715270996094,22.0,True
maze512-32-1.map,1,15,328,447,manhattan,0.03179931640625,112.61024475097656,49643.0,True
maze512-32-1.map,1,15,328,447,euclidean,0.03179931640625,134.44561958312988,55833.0,True
maze512-32-1.map,1,16,387,105,manhattan,0.03179931640625,0.04940032958984375,19.0,True
maze512-32-1.map,1,16,387,105,euclidean,0.03179931640625,0.047469139099121094,22.0,True
maze512-32-1.map,1,17,325,426,manhattan,0.03179931640625,0.020194053649902344,9.0,True
maze512-32-1.map,1,17,325,426,euclidean,0.03179931640625,0.021719932556152344,9.0,True
maze512-32-1.map,1,18,311,90,manhattan,0.03179931640625,0.029230117797851562,14.0,True
maze512-32-1.map,1,18,311,90,euclidean,0.03179931640625,0.03414154052734375,15.0,True
maze512-32-1.map,1,19,470,187,manhattan,0.03179931640625,0.04589557647705078,23.0,True
maze512-32-1.map,1,19,470,187,euclidean,0.03179931640625,0.057435035705566406,27.0,True
maze512-32-1.map,2,20,97,418,manhattan,0.03179931640625,0.10204315185546875,55.0,True
maze512-32-1.map,2,20,97,418,euclidean,0.03179931640625,0.13551712036132812,68.0,True
maze512-32-1.map,2,21,53,458,manhattan,0.03179931640625,0.036907196044921875,17.0,True
maze512-32-1.map,2,21,53,458,euclidean,0.03179931640625,0.04000663757324219,17.0,True
maze512-32-1.map,2,22,450,115,manhattan,0.03179931640625,0.1294851303100586,69.0,True
maze512-32-1.map,2,22,450,115,euclidean,0.03179931640625,0.17461776733398438,86.0,True
maze512-32-1.map,2,23,16,406,manhattan,0.03179931640625,0.12781620025634766,69.0,True
maze512-32-1.map,2,23,16,406,euclidean,0.03179931640625,0.16841888427734375,86.0,True
maze512-32-1.map,2,24,187,466,manhattan,0.03179931640625,0.07648468017578125,39.0,True
maze512-32-1.map,2,24,187,466,euclidean,0.03179931640625,0.0955820083618164,47.0,True
maze512-32-1.map,2,25,447,107,manhattan,0.03179931640625,0.059151649475097656,29.0,True
maze512-32-1.map,2,25,447,107,euclidean,0.03179931640625,0.07395744323730469,35.0,True
maze512-32-1.map,2,26,380,393,manhattan,0.03179931640625,0.13263225555419922,69.0,True
maze512-32-1.map,2,26,380,393,euclidean,0.03179931640625,0.1728057861328125,86.0,True
maze512-32-1.map,2,27,267,161,manhattan,0.03179931640625,9.587311744689941,4905.0,True
maze512-32-1.map,2,27,267,161,euclidean,0.03179931640625,11.944794654846191,5736.0,True
maze512-32-1.map,2,28,91,178,manhattan,0.03179931640625,0.0856161117553711,35.0,True
maze512-32-1.map,2,28,91,178,euclidean,0.03179931640625,0.0993967056274414,42.0,True
maze512-32-1.map,2,29,100,465,manhattan,0.03179931640625,0.25031566619873047,29.0,True
maze512-32-1.map,2,29,100,465,euclidean,0.03179931640625,0.2043008804321289,35.0,True
maze512-32-1.map,3,30,291,209,manhattan,0.03179931640625,0.03859996795654297,15.0,True
maze512-32-1.map,3,30,291,209,euclidean,0.03179931640625,0.04258155822753906,15.0,True
maze512-32-1.map,3,31,255,70,manhattan,0.03179931640625,0.1441478729248047,76.0,True
maze512-32-1.map,3,31,255,70,euclidean,0.03179931640625,0.1900196075439453,96.0,True
maze512-32-1.map,3,32,257,92,manhattan,0.03179931640625,0.13747215270996094,76.0,True
maze512-32-1.map,3,32,257,92,euclidean,0.03179931640625,0.18281936645507812,96.0,True
maze512-32-1.map,3,34,147,14,manhattan,0.03179931640625,0.07884502410888672,27.0,True
maze512-32-1.map,3,34,147,14,euclidean,0.03179931640625,0.0637054443359375,27.0,True
maze512-32-1.map,3,35,257,305,manhattan,0.03179931640625,0.19037723541259766,103.0,True
maze512-32-1.map,3,35,257,305,euclidean,0.03179931640625,0.26078224182128906,132.0,True
maze512-32-1.map,3,36,387,149,manhattan,0.03179931640625,0.1559734344482422,83.0,True
maze512-32-1.map,3,36,387,149,euclidean,0.03179931640625,0.20856857299804688,106.0,True
maze512-32-1.map,3,37,82,24,manhattan,0.03179931640625,0.10876655578613281,59.0,True
maze512-32-1.map,3,37,82,24,euclidean,0.03179931640625,0.14722347259521484,75.0,True
maze512-32-1.map,3,38,106,76,manhattan,0.03179931640625,0.17855167388916016,99.0,True
maze512-32-1.map,3,38,106,76,euclidean,0.03179931640625,0.24261474609375,126.0,True
maze512-32-1.map,3,39,46,210,manhattan,0.03179931640625,0.06639957427978516,31.0,True
maze512-32-1.map,3,39,46,210,euclidean,0.03179931640625,0.07452964782714844,31.0,True
maze512-32-1.map,4,40,431,243,manhattan,0.03179931640625,0.2746105194091797,89.0,True
maze512-32-1.map,4,40,431,243,euclidean,0.03179931640625,0.2551555633544922,114.0,True
maze512-32-1.map,4,41,466,28,manhattan,0.03179931640625,0.2831459045410156,152.0,True
maze512-32-1.map,4,41,466,28,euclidean,0.03179931640625,0.3737449645996094,198.0,True
maze512-32-1.map,4,42,167,184,manhattan,0.03179931640625,0.4775047302246094,207.0,True
maze512-32-1.map,4,42,167,184,euclidean,0.03179931640625,0.5314350128173828,274.0,True
maze512-32-1.map,4,43,465,257,manhattan,0.03179931640625,0.11293888092041016,53.0,True
maze512-32-1.map,4,43,465,257,euclidean,0.03179931640625,0.14584064483642578,67.0,True
maze512-32-1.map,4,44,420,272,manhattan,0.03179931640625,0.23930072784423828,127.0,True
maze512-32-1.map,4,44,420,272,euclidean,0.03179931640625,0.3757476806640625,166.0,True
maze512-32-1.map,4,45,178,246,manhattan,0.03179931640625,149.75368976593018,67934.0,True
maze512-32-1.map,4,45,178,246,euclidean,0.03179931640625,164.024019241333,70213.0,True
maze512-32-1.map,4,46,347,309,manhattan,0.03179931640625,0.3181934356689453,164.0,True
maze512-32-1.map,4,46,347,309,euclidean,0.03179931640625,0.4347801208496094,215.0,True
maze512-32-1.map,4,47,359,177,manhattan,0.03179931640625,0.28433799743652344,159.0,True
maze512-32-1.map,4,47,359,177,euclidean,0.03179931640625,0.46455860137939453,207.0,True
maze512-32-1.map,4,48,204,278,manhattan,0.03179931640625,0.27086734771728516,142.0,True
maze512-32-1.map,4,48,204,278,euclidean,0.03179931640625,0.3519773483276367,184.0,True
maze512-32-1.map,4,49,352,204,manhattan,0.03179931640625,0.07221698760986328,33.0,True
maze512-32-1.map,4,49,352,204,euclidean,0.03179931640625,0.07708072662353516,33.0,True
maze512-32-1.map,5,50,459,380,manhattan,0.03179931640625,0.34689903259277344,167.0,True
maze512-32-1.map,5,50,459,380,euclidean,0.03179931640625,0.4118204116821289,211.0,True
maze512-32-2.map,0,0,153,36,manhattan,0.03173828125,0.026297569274902344,11.0,True
maze512-32-2.map,0,0,153,36,euclidean,0.03173828125,0.025916099548339844,11.0,True
maze512-32-2.map,0,1,433,29,manhattan,0.03173828125,0.016427040100097656,7.0,True
maze512-32-2.map,0,1,433,29,euclidean,0.03173828125,0.01697540283203125,7.0,True
maze512-32-2.map,0,2,86,128,manhattan,0.03173828125,0.00362396240234375,1.0,True
maze512-32-2.map,0,2,86,128,euclidean,0.03173828125,0.0037670135498046875,1.0,True
maze512-32-2.map,0,3,336,393,manhattan,0.03173828125,0.02472400665283203,11.0,True
maze512-32-2.map,0,3,336,393,euclidean,0.03173828125,0.026679039001464844,11.0,True
maze512-32-2.map,0,4,204,408,manhattan,0.03173828125,0.003814697265625,1.0,True
maze512-32-2.map,0,4,204,408,euclidean,0.03173828125,0.0037431716918945312,1.0,True
maze512-32-2.map,0,5,206,271,manhattan,0.03173828125,0.012278556823730469,5.0,True
maze512-32-2.map,0,5,206,271,euclidean,0.03173828125,0.013375282287597656,5.0,True
maze512-32-2.map,0,6,8,481,manhattan,0.03173828125,0.01780986785888672,8.0,True
maze512-32-2.map,0,6,8,481,euclidean,0.03173828125,0.0194549560546875,8.0,True
maze512-32-2.map,0,7,416,191,manhattan,0.03173828125,0.006222724914550781,2.0,True
maze512-32-2.map,0,7,416,191,euclidean,0.03173828125,0.006747245788574219,2.0,True
maze512-32-2.map,0,8,194,307,manhattan,0.03173828125,0.017714500427246094,8.0,True
maze512-32-2.map,0,8,194,307,euclidean,0.03173828125,0.01914501190185547,8.0,True
maze512-32-2.map,0,9,261,16,manhattan,0.03173828125,0.006008148193359375,2.0,True
maze512-32-2.map,0,9,261,16,euclidean,0.03173828125,0.006556510925292969,2.0,True
maze512-32-2.map,1,10,223,348,manhattan,0.03173828125,0.032520294189453125,15.0,True
maze512-32-2.map,1,10,223,348,euclidean,0.03173828125,0.0354766845703125,15.0,True
maze512-32-2.map,1,11,439,284,manhattan,0.03173828125,0.03216266632080078,15.0,True
maze512-32-2.map,1,11,439,284,euclidean,0.03173828125,0.03910064697265625,17.0,True
maze512-32-2.map,1,12,70,203,manhattan,0.03173828125,1.3736963272094727,677.0,True
maze512-32-2.map,1,12,70,203,euclidean,0.03173828125,1.5064477920532227,779.0,True
maze512-32-2.map,1,13,167,503,manhattan,0.03173828125,2.7602672576904297,1391.0,True
maze512-32-2.map,1,13,167,503,euclidean,0.03173828125,3.241586685180664,1607.0,True
maze512-32-2.map,1,14,227,60,manhattan,0.03173828125,0.0316619873046875,14.0,True
maze512-32-2.map,1,14,227,60,euclidean,0.03173828125,0.03516674041748047,15.0,True
maze512-32-2.map,1,15,191,285,manhattan,0.03173828125,0.029420852661132812,14.0,True
maze512-32-2.map,1,15,191,285,euclidean,0.03173828125,0.03383159637451172,15.0,True
maze512-32-2.map,1,16,152,118,manhattan,0.03173828125,0.02377033233642578,11.0,True
maze512-32-2.map,1,16,152,118,euclidean,0.03173828125,0.02548694610595703,11.0,True
maze512-32-2.map,1,17,455,258,manhattan,0.03173828125,0.039958953857421875,19.0,True
maze512-32-2.map,1,17,455,258,euclidean,0.03173828125,0.048422813415527344,22.0,True
maze512-32-2.map,1,18,421,185,manhattan,0.03173828125,0.02853870391845703,13.0,True
maze512-32-2.map,1,18,421,185,euclidean,0.03173828125,0.031447410583496094,13.0,True
maze512-32-2.map,1,19,239,374,manhattan,0.03173828125,0.05733966827392578,29.0,True
maze512-32-2.map,1,19,239,374,euclidean,0.03173828125,0.07028579711914062,34.0,True
maze512-32-2.map,2,21,326,185,manhattan,0.03173828125,0.08215904235839844,39.0,True
maze512-32-2.map,2,21,326,185,euclidean,0.03173828125,0.09529590606689453,47.0,True
maze512-32-2.map,2,22,154,345,manhattan,0.03173828125,0.07524490356445312,39.0,True
maze512-32-2.map,2,22,154,345,euclidean,0.03173828125,0.09343624114990234,46.0,True
maze512-32-2.map,2,23,164,223,manhattan,0.03173828125,17.94126033782959,9260.0,True
maze512-32-2.map,2,23,164,223,euclidean,0.03173828125,23.67570400238037,11226.0,True
maze512-32-2.map,2,24,124,277,manhattan,0.03173828125,0.08702278137207031,47.0,True
maze512-32-2.map,2,24,124,277,euclidean,0.03173828125,0.11074542999267578,57.0,True
maze512-32-2.map,2,25,436,119,manhattan,0.03173828125,68.49286556243896,31002.0,True
maze512-32-2.map,2,25,436,119,euclidean,0.03173828125,76.64737701416016,33894.0,True
maze512-32-2.map,2,26,458,317,manhattan,0.03173828125,0.06115436553955078,26.0,True
maze512-32-2.map,2,26,458,317,euclidean,0.03173828125,0.06711483001708984,31.0,True
maze512-32-2.map,2,27,449,169,manhattan,0.03173828125,578.4943103790283,242946.0,True
maze512-32-2.map,2,27,449,169,euclidean,0.03173828125,625.2805948257446,243794.0,True
maze512-32-2.map,2,28,253,423,manhattan,0.03173828125,0.10559558868408203,39.0,True
maze512-32-2.map,2,28,253,423,euclidean,0.03173828125,0.09250640869140625,46.0,True
maze512-32-2.map,2,29,501,261,manhattan,0.03173828125,0.15385150909423828,80.0,True
maze512-32-2.map,2,29,501,261,euclidean,0.03173828125,0.20613670349121094,99.0,True
maze512-32-2.map,3,30,45,299,manhattan,0.03173828125,42.134881019592285,15257.0,True
maze512-32-2.map,3,30,45,299,euclidean,0.03173828125,45.35200595855713,16798.0,True
maze512-32-2.map,3,31,30,490,manhattan,0.03173828125,0.08461475372314453,27.0,True
maze512-32-2.map,3,31,30,490,euclidean,0.03173828125,0.11005401611328125,27.0,True
maze512-32-2.map,3,32,83,233,manhattan,0.03173828125,0.36475658416748047,107.0,True
maze512-32-2.map,3,32,83,233,euclidean,0.03173828125,0.34041404724121094,137.0,True
maze512-32-2.map,3,33,50,207,manhattan,0.03173828125,0.2315521240234375,107.0,True
maze512-32-2.map,3,33,50,207,euclidean,0.03173828125,0.3511667251586914,137.0,True
maze512-32-2.map,3,34,82,281,manhattan,0.03173828125,0.2660512924194336,99.0,True
maze512-32-2.map,3,34,82,281,euclidean,0.03173828125,0.41234493255615234,126.0,True
maze512-32-2.map,3,35,234,303,manhattan,0.03173828125,0.19655227661132812,83.0,True
maze512-32-2.map,3,35,234,303,euclidean,0.03173828125,0.2439737319946289,106.0,True
maze512-32-2.map,3,36,360,178,manhattan,0.03173828125,29.80027198791504,13984.0,True
maze512-32-2.map,3,36,360,178,euclidean,0.03173828125,40.368008613586426,17150.0,True
maze512-32-2.map,3,37,308,489,manhattan,0.03173828125,0.3562450408935547,190.0,True
maze512-32-2.map,3,37,308,489,euclidean,0.03173828125,0.46989917755126953,246.0,True
maze512-32-2.map,3,38,19,287,manhattan,0.03173828125,0.059294700622558594,27.0,True
maze512-32-2.map,3,38,19,287,euclidean,0.03173828125,0.06368160247802734,27.0,True
maze512-32-2.map,3,39,111,381,manhattan,0.03173828125,0.16222000122070312,71.0,True
maze512-32-2.map,3,39,111,381,euclidean,0.03173828125,0.17752647399902344,90.0,True
maze512-32-2.map,4,41,304,78,manhattan,0.03173828125,0.18994808197021484,94.0,True
maze512-32-2.map,4,41,304,78,euclidean,0.03173828125,0.2532005310058594,124.0,True
maze512-32-2.map,4,42,272,176,manhattan,0.03173828125,0.2545356750488281,134.0,True
maze512-32-2.map,4,42,272,176,euclidean,0.03173828125,0.3367424011230469,174.0,True
maze512-32-2.map,4,43,321,18,manhattan,0.03173828125,0.07104873657226562,33.0,True
maze512-32-2.map,4,43,321,18,euclidean,0.03173828125,0.07719993591308594,33.0,True
maze512-32-2.map,4,44,187,101,manhattan,0.03173828125,0.1632213592529297,89.0,True
maze512-32-2.map,4,44,187,101,euclidean,0.03173828125,0.21698474884033203,114.0,True
maze512-32-2.map,4,45,338,276,manhattan,0.03173828125,0.1611471176147461,84.0,True
maze512-32-2.map,4,45,338,276,euclidean,0.03173828125,0.24089813232421875,110.0,True
maze512-32-2.map,4,46,18,338,manhattan,0.03173828125,0.6352901458740234,247.0,True
maze512-32-2.map,4,46,18,338,euclidean,0.03173828125,0.7063865661621094,330.0,True
maze512-32-2.map,4,47,292,215,manhattan,0.03173828125,0.3226757049560547,179.0,True
maze512-32-2.map,4,47,292,215,euclidean,0.03173828125,0.6261348724365234,235.0,True
maze512-32-2.map,4,48,135,460,manhattan,0.03173828125,0.22878646850585938,89.0,True
maze512-32-2.map,4,48,135,460,euclidean,0.03173828125,0.2326488494873047,114.0,True
maze512-32-2.map,4,49,190,258,manhattan,0.03173828125,241.76018238067627,98240.0,True
maze512-32-2.map,4,49,190,258,euclidean,0.03173828125,288.9803409576416,108915.0,True
maze512-32-2.map,5,50,142,192,manhattan,0.03173828125,0.16460418701171875,79.0,True
maze512-32-2.map,5,50,142,192,euclidean,0.03173828125,0.20906925201416016,105.0,True
maze512-32-2.map,5,51,415,17,manhattan,0.03173828125,0.45959949493408203,255.0,True
maze512-32-2.map,5,51,415,17,euclidean,0.03173828125,0.7082462310791016,341.0,True
maze512-8-0.map,0,1,167,86,manhattan,0.11143875122070312,0.010800361633300781,3.0,True
maze512-8-0.map,0,1,167,86,euclidean,0.11143875122070312,0.0095367431640625,3.0,True
maze512-8-0.map,0,2,158,420,manhattan,0.11143875122070312,0.012469291687011719,5.0,True
maze512-8-0.map,0,2,158,420,euclidean,0.11143875122070312,0.0133514404296875,5.0,True
maze512-8-0.map,0,4,503,186,manhattan,0.11143875122070312,0.017404556274414062,5.0,True
